ID: Gender, Age Category, Forgetfulness(%), Occupation, WorkPlace, Mask, Closed Relations
00322, Male, Adult, 42%, Technician, Airport, true, [05614 | 04914 | 06512]
00323, Female, Children, 19%, Student, Primary, false, [08488 | 06291 | 05631]
00324, Male, Senior Citizen, 70%, Retired, null, false, [01878 | 01686 | 01220 | 00559 | 04633 | 04521 | 01643 | 05257]
00325, Male, Senior Citizen, 36%, Retired, null, false, [05903 | 04910 | 01610 | 03855 | 01709 | 05160]
00326, Male, Senior Citizen, 60%, Retired, null, false, [04770 | 03028 | 00792 | 00457 | 00203 | 05163 | 03996]
00327, Male, Senior Citizen, 32%, Retired, null, false, [09347 | 07382 | 06448 | 06279 | 01316 | 02584 | 09688 | 00212]
00328, Female, Children, 21%, Student, Kindergarden, false, [05530 | 03506]
00329, Female, Children, 26%, Student, Secondary, false, [09254 | 07607 | 02073 | 05198]
00330, Male, Children, 15%, Student, Primary, false, [06542]
00331, Male, Adult, 48%, Barista, IKEY, false, [08240 | 00884 | 06667]
00332, Female, Senior Citizen, 64%, Retired, null, false, [08605 | 05170 | 03543 | 02572 | 02220 | 00498 | 00373 | 02823]
00333, Male, Adult, 42%, Waiter, 2 Akhir, false, [07678 | 04288 | 07590 | 07410 | 07952]
00334, Female, Children, 15%, Student, Secondary, false, [03266 | 00654 | 02158 | 03493 | 02598]
00335, Male, Senior Citizen, 47%, Retired, null, false, [08430 | 05495 | 04827 | 02661 | 01200 | 01449 | 09613]
00336, Male, Senior Citizen, 23%, Retired, null, false, [03758 | 09255 | 04319]
00337, Male, Children, 13%, Student, Primary, false, [04834 | 07311]
00338, Female, Senior Citizen, 62%, Retired, null, false, [09718 | 06623 | 06371 | 00900]
00339, Female, Children, 21%, Student, Secondary, false, [04857 | 09897 | 00221 | 08480 | 08950]
00340, Male, Adult, 34%, Waiter, Moonlings, false, []
00341, Female, Children, 7%, Student, Secondary, false, [07802]
00342, Male, Children, 4%, Student, Primary, false, [03151 | 06193 | 07785]
00343, Female, Senior Citizen, 26%, Retired, null, false, [07685 | 05217 | 00724]
00344, Female, Senior Citizen, 26%, Retired, null, false, [08006 | 06571 | 03121]
00345, Male, Senior Citizen, 27%, Retired, null, false, [04719 | 01146 | 09873 | 00009]
00346, Female, Adult, 19%, Shopping Centre Retailer, Moonlings, false, [05099 | 03112 | 02784 | 02597]
00347, Female, Senior Citizen, 12%, Retired, null, false, [06449]
00348, Male, Senior Citizen, 42%, Retired, null, false, [03064 | 01187 | 00756 | 09955 | 01119 | 02675 | 04502]
00349, Female, Adult, 43%, Engineer, Airport, true, [08463 | 03704]
00350, Female, Adult, 41%, Cashier, Clinic, true, [07556 | 06896 | 02523 | 00242]
00351, Female, Senior Citizen, 17%, Retired, null, false, [07739 | 02941 | 02470 | 03405 | 05085 | 02483 | 03864]
00352, Female, Adult, 23%, Baker, Moonlings, false, [02525 | 08532 | 01483 | 06309 | 07095]
00353, Female, Senior Citizen, 28%, Retired, null, false, [09170 | 03519 | 03412]
00354, Female, Senior Citizen, 51%, Retired, null, false, [07193 | 03782 | 03569 | 01223 | 07755 | 01101]
00355, Female, Senior Citizen, 35%, Retired, null, false, [04169 | 07997 | 09819]
00356, Male, Adult, 40%, Accountant, AccSol, false, [09338]
00357, Female, Children, 7%, Student, Primary, false, [03307 | 01941 | 00974]
00358, Female, Adult, 50%, Cashier, Pharmarcy, true, [05407 | 00613 | 09901]
00359, Male, Children, 24%, Student, Secondary, false, [08080 | 04607]
00360, Male, Adult, 40%, Shopping Centre Retailer, 2 Akhir, false, [02106 | 09402 | 05248 | 00422]
00361, Male, Adult, 29%, Policeman, Police Station, false, [02059]
00362, Female, Adult, 38%, Policeman, Police Station, false, [02619 | 04314 | 00630 | 09358]
00363, Female, Children, 11%, Student, Secondary, false, [04052 | 03052 | 00396 | 06741]
00364, Female, Senior Citizen, 36%, Retired, null, false, [03646 | 09965 | 01973 | 05298 | 05268]
00365, Female, Children, 5%, Student, Secondary, false, [02018 | 00573]
00366, Male, Senior Citizen, 60%, Retired, null, false, [05144 | 00508 | 00456]
00367, Male, Children, 7%, Student, Secondary, false, [04404 | 02594 | 03292 | 04084 | 06891 | 06075]
00368, Male, Children, 24%, Student, Secondary, false, [07292 | 02003 | 04461 | 05670]
00369, Male, Senior Citizen, 11%, Retired, null, false, [02979 | 01451 | 02415 | 02075]
00370, Female, Children, 24%, Student, Primary, false, [05513 | 04910 | 01240]
00371, Male, Adult, 36%, Manager, Clinic, true, []
00372, Female, Adult, 42%, Cashier, Ali's Nasi Kandar, false, [05928 | 02587 | 08802]
00373, Female, Senior Citizen, 55%, Retired, null, false, [05302 | 02330 | 02230 | 00332]
00374, Female, Senior Citizen, 42%, Retired, null, false, [03741 | 03360 | 02577 | 01206 | 02994 | 08779]
00375, Female, Adult, 50%, Firefighter, Fire Station, false, [04339 | 09575 | 04665]
00376, Female, Adult, 8%, Policeman, Police Station, false, [04487 | 08283 | 02300 | 00178 | 08462]
00377, Female, Adult, 15%, Chef, Moonlings, false, [06445 | 00061 | 05523 | 08736]
00378, Male, Adult, 45%, Manager, JanBank, false, [00691]
00379, Male, Children, 13%, Student, Primary, false, []
00380, Male, Senior Citizen, 37%, Retired, null, false, [06757 | 01389 | 00121]
00381, Female, Adult, 15%, Medic, Pharmarcy, true, [05899 | 02998 | 01368 | 06480 | 00616]
00382, Female, Children, 12%, Student, Secondary, false, [05515 | 00887 | 05229]
00383, Male, Senior Citizen, 20%, Retired, null, false, [07974 | 02703 | 03846 | 02260]
00384, Female, Senior Citizen, 18%, Retired, null, false, [02817]
00385, Male, Senior Citizen, 46%, Retired, null, false, [04270 | 03631 | 00038 | 09442 | 01273]
00386, Female, Children, 2%, Student, Secondary, false, [01571 | 02259]
00387, Female, Senior Citizen, 37%, Retired, null, false, [09295 | 09258 | 02941 | 09898 | 02116 | 09456 | 09838]
00388, Male, Senior Citizen, 53%, Retired, null, false, [04880 | 04800 | 00072]
00389, Female, Senior Citizen, 55%, Retired, null, false, [04641 | 03273 | 02983]
00390, Male, Children, 14%, Student, Secondary, false, [00405 | 02201 | 09492]
00391, Male, Adult, 46%, Shopping Centre Retailer, 2 Akhir, false, []
00392, Male, Adult, 43%, Housemaker, null, false, [03733 | 01470 | 04973 | 03784]
00393, Female, Senior Citizen, 34%, Retired, null, false, [03690 | 03035 | 02897 | 00938 | 01817 | 09569 | 02777]
00394, Male, Children, 2%, Student, Secondary, false, [04458 | 03537 | 01426]
00395, Female, Senior Citizen, 20%, Retired, null, false, [06422 | 09821]
00396, Female, Adult, 43%, Accountant, RHP, false, [03384 | 05979 | 00423 | 00363]
00397, Male, Adult, 13%, Shopping Centre Retailer, 2 Akhir, false, [03499 | 00434 | 01687 | 07119 | 05969]
00398, Female, Children, 13%, Student, Primary, false, [03762 | 03649 | 09129 | 00913]
00399, Male, Senior Citizen, 27%, Retired, null, false, [08275 | 02145 | 00249]
00400, Male, Children, 6%, Student, Kindergarden, false, [07578 | 02377 | 02184]
00401, Female, Senior Citizen, 30%, Retired, null, false, [01527 | 01518]
00402, Female, Senior Citizen, 42%, Retired, null, false, []
00403, Female, Children, 15%, Student, Primary, false, [08252 | 07823]
00404, Female, Senior Citizen, 19%, Retired, null, false, [02590 | 00306 | 03377]
00405, Male, Children, 6%, Student, Secondary, false, [02333 | 00390]
00406, Female, Adult, 45%, Waiter, IKEY, false, [00594 | 00524]
00407, Female, Children, 24%, Student, Secondary, false, [09493 | 07808 | 06658 | 03193 | 04870 | 09018]
00408, Male, Adult, 16%, Accountant, AccSol, false, [01680 | 07687 | 04020]
00409, Male, Adult, 40%, Policeman, Police Station, false, [05672 | 05618 | 01248 | 02989 | 00534]
00410, Male, Children, 30%, Student, Primary, false, [07364 | 06691]
00411, Male, Senior Citizen, 41%, Retired, null, false, [08755 | 00704 | 09764 | 04355]
00412, Male, Adult, 42%, Housemaker, null, false, [00500 | 06080]
00413, Male, Senior Citizen, 32%, Retired, null, false, [06606 | 04577 | 03240]
00414, Male, Adult, 15%, Chef, 2 Akhir, false, [01369 | 05856]
00415, Male, Adult, 38%, Accountant, JanBank, false, [00415 | 00415 | 08418]
00416, Female, Adult, 8%, Medic, Hospital, true, [03717 | 00872 | 03805]
00417, Female, Adult, 18%, Baker, IKEY, false, [05682 | 03710]
00418, Female, Adult, 25%, Cashier, Airport, true, [08933]
00419, Female, Children, 24%, Student, Primary, false, [07413]
00420, Female, Adult, 7%, Medic, Pharmarcy, true, []
00421, Male, Children, 16%, Student, Kindergarden, false, [06781 | 03771 | 03079 | 08618 | 03393]
00422, Female, Adult, 8%, Housemaker, null, false, [09828 | 00360]
00423, Male, Children, 23%, Student, Secondary, false, [06848 | 06122 | 08814 | 02467 | 00396]
00424, Male, Children, 0%, Student, Secondary, false, [09203 | 03166]
00425, Male, Adult, 45%, Barista, Moonlings, false, [05778 | 05654 | 04265 | 03083 | 00622 | 02265 | 05194]
00426, Female, Children, 13%, Student, Secondary, false, [07999 | 05264 | 01201 | 06110 | 07553]
00427, Female, Adult, 30%, Teacher, Secondary, false, [09338 | 05634 | 02620 | 05489 | 05295]
00428, Male, Senior Citizen, 62%, Retired, null, false, [03733 | 03001 | 00952 | 09775 | 02378 | 04737]
00429, Male, Children, 18%, Student, Primary, false, [00633 | 05274]
00430, Female, Children, 22%, Student, Kindergarden, false, [06639]
00431, Male, Senior Citizen, 39%, Retired, null, false, [09316 | 08941 | 03797 | 00097 | 04371 | 09914 | 00715]
00432, Female, Children, 20%, Student, Secondary, false, [01064]
00433, Female, Adult, 9%, Technician, KTM Station, false, [08029]
00434, Male, Adult, 12%, Clerk, Kindergarden, false, [01134 | 00207 | 00397]
00435, Male, Adult, 47%, Cashier, MoonBucks, false, [06336 | 06209]
00436, Male, Adult, 41%, Chef, 2 Akhir, false, [08546 | 01358 | 04771 | 06162]
00437, Female, Children, 6%, Student, Secondary, false, []
00438, Male, Adult, 44%, Manager, 2 Akhir, false, []
00439, Male, Children, 0%, Student, Secondary, false, [04326]
00440, Male, Children, 24%, Student, Secondary, false, []
00441, Male, Children, 13%, Student, Secondary, false, [07951 | 07912 | 02721 | 06065 | 00850 | 09907]
00442, Female, Adult, 5%, Barista, IKEY, false, [05686 | 09803 | 01568 | 09319]
00443, Female, Adult, 29%, Engineer, Orange, false, [08629 | 05937]
00444, Male, Children, 14%, Student, Secondary, false, [08232 | 00003]
00445, Female, Senior Citizen, 67%, Retired, null, false, [06275 | 03591 | 07038 | 05123 | 06711]
00446, Female, Children, 0%, Student, Secondary, false, []
00447, Male, Adult, 7%, Shopping Centre Retailer, Moonlings, false, [04186 | 02184 | 09032]
00448, Female, Children, 24%, Student, Secondary, false, [03320]
00449, Male, Senior Citizen, 46%, Retired, null, false, [07223 | 02913 | 02791 | 00922 | 00708 | 00203 | 09761 | 01624 | 00245]
00450, Male, Senior Citizen, 46%, Retired, null, false, [05401 | 02447 | 09898 | 01247]
00451, Female, Children, 16%, Student, Secondary, false, []
00452, Male, Children, 10%, Student, Secondary, false, [03082 | 08354 | 03041 | 08818]
00453, Female, Senior Citizen, 48%, Retired, null, false, [09386 | 08945 | 04858 | 04280]
00454, Male, Children, 26%, Student, Primary, false, []
00455, Male, Adult, 6%, Teacher, Primary, false, [04425 | 00928]
00456, Female, Children, 10%, Student, Secondary, false, [08639 | 07837 | 06810 | 03693 | 00366 | 08286 | 06733 | 09906]
00457, Male, Adult, 33%, Housemaker, null, false, [04165 | 04142 | 03096 | 00326 | 00055]
00458, Male, Children, 2%, Student, Secondary, false, [00756 | 05803 | 05061 | 06250]
00459, Male, Senior Citizen, 14%, Retired, null, false, [06536 | 03541 | 04962]
00460, Female, Children, 16%, Student, Secondary, false, []
00461, Male, Children, 4%, Student, Kindergarden, false, [03019 | 08023 | 02702 | 08077]
00462, Male, Adult, 26%, Chef, Moonlings, false, [03349 | 09495]
00463, Female, Children, 24%, Student, Secondary, false, [09086 | 08308]
00464, Female, Adult, 43%, Accountant, JanBank, false, [08171]
00465, Female, Children, 21%, Student, Primary, false, [08370 | 06839 | 02898]
00466, Male, Children, 24%, Student, Secondary, false, []
00467, Female, Adult, 5%, Shopping Centre Retailer, 2 Akhir, false, [05974]
00468, Female, Children, 13%, Student, Primary, false, [05996 | 02997]
00469, Female, Children, 15%, Student, Secondary, false, [02354 | 01309 | 08668 | 09314 | 06382 | 06373]
00470, Female, Children, 10%, Student, Secondary, false, [08520 | 04451 | 03772 | 06013 | 07264]
00471, Female, Senior Citizen, 47%, Retired, null, false, [06762 | 04051 | 03816 | 09469 | 03452 | 01784 | 02283]
00472, Female, Children, 2%, Student, Primary, false, [00221 | 08987 | 07522]
00473, Male, Children, 5%, Student, Primary, false, [06557 | 06317 | 03907]
00474, Male, Children, 5%, Student, Secondary, false, [05599 | 06491 | 01254 | 07569 | 07911]
00475, Female, Children, 3%, Student, Primary, false, [01615 | 06486 | 02066 | 08307]
00476, Male, Adult, 8%, Teacher, Secondary, false, [08051 | 04374 | 04548 | 00278]
00477, Male, Adult, 44%, Waiter, IKEY, false, [08264 | 01415 | 03971]
00478, Male, Senior Citizen, 15%, Retired, null, false, [07506 | 05027 | 03689 | 01517 | 00605 | 00061 | 04355]
00479, Female, Children, 24%, Student, Secondary, false, [06285 | 05696 | 06087]
00480, Male, Adult, 17%, Manager, Museum, false, [08057 | 03061 | 05087 | 09539 | 07159]
00481, Male, Senior Citizen, 69%, Retired, null, false, [05472 | 04658 | 04181 | 03376 | 05092]
00482, Female, Children, 5%, Student, Primary, false, [04929 | 09901 | 04466]
00483, Female, Children, 15%, Student, Secondary, false, [09248 | 00882 | 07767]
00484, Female, Children, 15%, Student, Primary, false, [06074 | 01230 | 03311]
00485, Male, Children, 15%, Student, Secondary, false, [06060 | 06016 | 05991 | 04084 | 07008]
00486, Female, Senior Citizen, 26%, Retired, null, false, [09278 | 07777 | 01799]
00487, Male, Children, 13%, Student, Primary, false, [07677 | 09332 | 07255]
00488, Male, Adult, 50%, Shopping Centre Retailer, IKEY, false, []
00489, Male, Senior Citizen, 50%, Retired, null, false, [01629 | 00600]
00490, Male, Children, 24%, Student, Kindergarden, false, [00917 | 09784 | 08640 | 08769 | 06710]
00491, Male, Children, 12%, Student, Primary, false, [09282 | 08196 | 06142 | 08104 | 03116 | 00147]
00492, Female, Adult, 31%, Cashier, SlowMart, false, [06543 | 06201]
00493, Female, Adult, 7%, Technician, Orange, false, [01218 | 05748]
00494, Female, Adult, 37%, Waiter, MoonBucks, false, [05237 | 02597]
00495, Male, Children, 11%, Student, Secondary, false, [06843 | 03362 | 09410 | 07089 | 07325 | 08465]
00496, Female, Children, 26%, Student, Primary, false, [00882]
00497, Male, Children, 7%, Student, Secondary, false, [03649]
00498, Male, Senior Citizen, 69%, Retired, null, false, [09751 | 04278 | 09835 | 04982 | 03005 | 00332]
00499, Female, Children, 11%, Student, Secondary, false, [08821 | 02432 | 08079 | 07431 | 09990]
00500, Female, Senior Citizen, 29%, Retired, null, false, [04180 | 03599 | 01540 | 00412]
00501, Female, Children, 7%, Student, Primary, false, [06562 | 06430 | 08493]
00502, Male, Senior Citizen, 13%, Retired, null, false, [05192 | 02118 | 04469]
00503, Female, Children, 30%, Student, Primary, false, [08439 | 07493 | 05917 | 02168 | 04228]
00504, Female, Children, 5%, Student, Secondary, false, [00698 | 06487 | 09121]
00505, Male, Children, 10%, Student, Secondary, false, [03552 | 09957]
00506, Male, Senior Citizen, 48%, Retired, null, false, [06135 | 04635 | 01877 | 01698 | 00934 | 04797 | 05160 | 03939 | 01925]
00507, Female, Adult, 18%, Housemaker, null, false, [04182 | 03912 | 02297 | 01880 | 03830 | 02976 | 03997 | 02278]
00508, Male, Adult, 29%, Firefighter, Fire Station, false, [07010 | 02518 | 03803 | 00366 | 05175]
00509, Male, Adult, 49%, Engineer, Orange, false, [04790 | 06395 | 03320 | 03931 | 07509]
00510, Female, Adult, 41%, Medic, Hospital, true, [02150 | 03194 | 03738]
00511, Male, Senior Citizen, 56%, Retired, null, false, [09241 | 07521 | 06044 | 01298 | 01963 | 03213]
00512, Male, Children, 10%, Student, Primary, false, [06375 | 02080 | 00896 | 03831]
00513, Female, Children, 29%, Student, Kindergarden, false, [02834 | 02047]
00514, Male, Children, 21%, Student, Secondary, false, [08769 | 03029 | 09112 | 08639 | 04622]
00515, Male, Adult, 27%, Engineer, Orange, false, [09271 | 03536]
00516, Female, Adult, 39%, Baker, Moonlings, false, [05442 | 04532 | 01230 | 04826 | 02188]
00517, Female, Children, 22%, Student, Secondary, false, [09286 | 09253 | 01256 | 05247 | 03448 | 08332]
00518, Male, Adult, 46%, Waiter, MoonBucks, false, [05151 | 08871]
00519, Male, Senior Citizen, 39%, Retired, null, false, [01247]
00520, Female, Children, 27%, Student, Kindergarden, false, [01161 | 02964]
00521, Female, Adult, 36%, Technician, KTM Station, false, [08652 | 04664 | 07233 | 07447 | 02583]
00522, Female, Senior Citizen, 32%, Retired, null, false, [08569 | 03482 | 01427]
00523, Male, Adult, 31%, Waiter, Ali's Nasi Kandar, false, [08031 | 06815 | 07366 | 08365]
00524, Male, Adult, 20%, Technician, Orange, false, [06237 | 01183 | 00406 | 09441]
00525, Male, Senior Citizen, 15%, Retired, null, false, [05182 | 04515 | 04474 | 04205 | 03433 | 06468 | 01926 | 09207 | 01131]
00526, Male, Adult, 19%, Technician, Airport, true, [06809 | 06524 | 04219 | 02316]
00527, Male, Senior Citizen, 39%, Retired, null, false, [05488 | 04680 | 04355 | 04721 | 02782 | 09587]
00528, Male, Senior Citizen, 29%, Retired, null, false, [09479 | 09143 | 06659 | 03969 | 01445 | 04289 | 09603]
00529, Female, Adult, 45%, Manager, GayaGrocery, false, [05937 | 05185 | 03655]
00530, Female, Adult, 16%, Barista, 2 Akhir, false, [07166 | 05477 | 05001]
00531, Male, Children, 16%, Student, Secondary, false, [07349 | 01976]
00532, Female, Adult, 18%, Accountant, AccSol, false, [01251]
00533, Female, Children, 16%, Student, Secondary, false, []
00534, Male, Children, 26%, Student, Primary, false, [09446 | 00049 | 01148 | 03218 | 00409]
00535, Male, Adult, 5%, Teacher, Secondary, false, [09490 | 09078 | 04718 | 02804 | 07532]
00536, Male, Children, 28%, Student, Secondary, false, [06854 | 05788 | 03012 | 04528]
